,,SURVIVED,
1486840675,fPjUVIGGznBgOVLG,DECEASED,HomelyToys41
1486841585,rljCjIqIccMmiaCa,SURVIVED,Rafaela
1486842122,cGELBicMwlJixjzg,DECEASED,payo6malo
1486842281,cTXToKAZEKXNAAuv,DECEASED,Andtre
1486842778,UqwSWAKhZUIwFRYM,DECEASED,Jair
1486843067,EBmKiHsdMuOtSvfs,DECEASED,[VIP]lukasz
1486843352,pVLWYZQfXBSwvbmn,DECEASED,QuickScope
1486843696,ZLLKoyGAucfNkefX,DECEASED,Snowy
1486844608,dXvaNqArRRZAqmPW,SURVIVED,anthonycrack
1486844721,iPCgZFzOXMHOXIZY,DECEASED,Sr.|Panda|M4
1486845098,TvdgqDqtbbqNwPrX,DECEASED,Fox_Red
1486845688,klVqGMwkZxMSZqxn,DECEASED,Sr.|Panda|M4
1486845962,LASMmMleaeQjEePo,DECEASED,AntonioElRisas__
1486846538,tHXKZfDccKaJPuTC,DECEASED,ImYassir
1486846805,qkkTKpGAxVXNmjBA,DECEASED,Profo250
1486847441,lfhIxyzRWplJXQbI,DECEASED,DanStone
1486847873,lBSqNQpEkptiSFwK,DECEASED,ReemikLK
1486848061,UpzGTjoIDoacUIfb,DECEASED,Snowy
1486848892,PHaDEpaPoqcqDEsy,DECEASED,antario
1486849074,xpUqMsQKuuxJGePb,DECEASED,Zeljezarac
1486849983,dopTVYsnxwyAQHxI,SURVIVED,Yaraya
1486850188,OgdhuVaDKnnuRCHo,DECEASED,aBdelaziz
1486850529,sRMnRUjnPyPgTWGg,DECEASED,Sr.|Panda|M4
1486850995,KMFcyLgzFUkigelc,DECEASED,Andriuxa
1486851105,hzBsLelGLylayVlk,DECEASED,Franker
1486851201,uPpVbyymEXOMkGoV,SURVIVED,Keirum19
1486851740,sZTViHGriEmwUBNT,DECEASED,Andy_Max_Sky
1486851963,cGcgFSLgsgQBbnpK,DECEASED,Jair
1486852088,munpSvdNFMXdlKds,DECEASED,Keirum19
1486852258,IXMLAQOrMNzwOHZE,DECEASED,AccidentalHand88
1486852389,rnagruHoKFUgiUMx,SURVIVED,DanStone
1486852528,zykAArWfpRyJqkRf,DECEASED,KEVIN.R
1486853441,pzwgTPBwzuuakTco,SURVIVED,adherosoda61
1486853593,gmaAaSHsqEjhiPgj,DECEASED,Keirum19
1486853729,SWNpUyjqsNBIzQVS,DECEASED,adherosoda61
1486853855,EzVnEDJlDaauYkLE,SURVIVED,PastPeyotedrum68
1486853992,DuWTUBBTBWpAQjlC,DECEASED,Mr|~|Game.Over|~|Mr
1486854332,NUpKqBSvPfUpHzcW,DECEASED,KOUSSA1
1486854817,IhiDGIPdMKvXVrNN,DECEASED,Keirum19
1486854964,vVCXLjhnCtbShSjL,DECEASED,Michael
1486855137,WHvMXBubDqXQBXKX,DECEASED,M4.cracK
1486855212,CUAvvDsqFZlebrCu,DECEASED,KEVIN.R
1486855288,QaiHJLFDZmjUkkLp,DECEASED,Diferz
1486855399,iNRmPsHCzmFuBsOc,DECEASED,MrJohn
1486855483,MdGqqQxlOquzXCJp,DECEASED,Michael
1486856386,mLgzFKgspFemtUvk,DECEASED,AP|CDL|Darkslow
1486857026,klsZffsMOWeVyjds,DECEASED,Snowy
1486857146,mApCgxdmRczqmkQW,DECEASED,M4.cracK
1486858044,TxxLANEuOUKOBMEO,SURVIVED,#rafagcn030
1486858435,MEtoUBbSQSAndVzw,DECEASED,ImYassir
1486859326,AtUdrlvXRRakRGUr,SURVIVED,Danilobr
1486859595,VFCZSpHdyYPFWGCw,DECEASED,Franker
1486860025,MziRdYOKZKJYZEuB,DECEASED,UnwieldyGangster41
1486860113,ecQzXpvMHzaMSdfR,SURVIVED,MrJohn
1486860952,ImboBpdYvcVIGynf,SURVIVED,KEVIN.R
1486861802,sMjfHnUjQUTPUSEf,SURVIVED,KEVIN.R
1486862333,kIreWFvBVWmRigpO,DECEASED,ImYassir
1486862830,JZXMUYsqSXODvuPP,DECEASED,Sr.|Panda|M4
1486863422,iLeeGCOdCGOBkafn,DECEASED,jorgeproblematikXDDDDD
1486863850,wzehOTdbzSofZIik,SURVIVED,AnnoyedZucchini95
1486864677,jrChpWPMmNkGVTll,DECEASED,PacoElMongo
1486864797,OnaAoDcAPyMEcrxS,DECEASED,PacoElMongo
1486865207,mNJSJGWgqeHMWkRK,DECEASED,ReemikLK
1486865372,fPfRPrCSejyaMWHb,DECEASED,"TW""#JaDeDFoundeD"
1486865517,HkowuDJaelLjnvUj,DECEASED,coca
1486865600,lCJaaqUPBUimZkeq,DECEASED,PacoElMongo
1486865834,eaFUDpbTKUqKTBvP,DECEASED,AntonioElRisas_
1486866138,ojGgCUgzVXnhKDyT,DECEASED,adherosoda61
1486866480,hrCqDvsrVVZKkHPT,DECEASED,EXTERMINEITOR
1486867388,bGIKMMuJIEUSRvWF,SURVIVED,Negro
1486867769,HGYpWMVbYzettqes,DECEASED,AntonioElRisas_
1486868260,jQtMhufGijiQypep,DECEASED,Negro
1486868460,ciRgGrGlNbPoHRbQ,DECEASED,IAmFidel
1486868597,lXuEMxOzwdqQRnou,SURVIVED,"TW""#JaDeDFoundeD"
1486868851,OHPMPBXMihDHwgbR,DECEASED,IAmFidel
1486869080,ZdoUaxaJnWoooOWP,DECEASED,Negro
1486869208,smbWmQBeVJJXjknJ,SURVIVED,IAmFidel
1486869370,dvztQkDDbnzmEhfY,DECEASED,RaulitoCastricPajarito
1486869507,yNeIABjTdCfxhgat,DECEASED,IAmFidel
1486869693,hIMkJZdLaPZVgYnU,DECEASED,RaulitoCastricPajarito
1486869973,esSrfZBCdgwDRyys,DECEASED,Negro
1486870101,xCJfSkBpRFjJBLXx,DECEASED,HolyFuu
1486870307,WnzYdwwLSeuQjOQv,DECEASED,PacoElMongo
1486870766,PUtpDGbJbfnjGORl,DECEASED,RaulitoCastricPajarito
1486870977,wxONBTBZhRGpxbNV,DECEASED,IAmFidel
1486871180,HglABuXkfCgvGjrw,SURVIVED,IAmFidel
1486871642,zfvUcLexaGvrGolJ,DECEASED,PacoElMongo
1486871801,waEtkaqbUOHoqmXc,DECEASED,PacoElMongo
1486872068,VWOPOcOkfUXyRPxX,DECEASED,sinforoso
1486873140,ZgUqXTeWLkqDHUqw,DECEASED,Ema34[]xDazopot
1486873859,IqjibWGkpuXcuDfs,SURVIVED,Ema34[]xDazopot
1486874074,gNXLsSbkKVjwNynV,SURVIVED,sinforoso
1486878374,VcTaMvmHAjLAMRBq,DECEASED,N@RkozZ
1486882111,JHDyeySxfthICWoF,SURVIVED,SwagaFox
1486883700,heKJZpEhssUGEkOV,DECEASED,Jesus
1486887531,oxrRtVfwFemGWuFw,DECEASED,MiracPF
1486888835,xAHBsRmiOtGSFkrl,DECEASED,YOU{$}EF
1486889252,rvQbBFXtevJwvPeo,SURVIVED,YOU{$}EF
1486889650,GrXKeHEJpcLLVnLo,DECEASED,YOU{$}EF
1486889760,ADqVmBxJhSOGCFQO,DECEASED,YOU{$}EF
1486890561,PPNkyrLSTSsgqAlv,DECEASED,MrJohn
1486890859,UDuQDmBLTanmKAZO,SURVIVED,MrJohn
1486891757,wuaTKPZvTfiLfNLG,SURVIVED,MiracPF
1486892657,AmxpfdAcrAGJHjhw,SURVIVED,Podolski1134
1486893603,DSDANGVSctEtdOFj,SURVIVED,Podolski1134
1486893962,AyXPjBjziDppgogI,DECEASED,Podolski1134
1486894050,rCytnmauzYWuSgNL,SURVIVED,victor_pro
1486894938,sxybSZOJRzCoiBon,SURVIVED,antario
1486895215,BJicOcoVQAdZfqOe,DECEASED,Podolski1134
1486895469,qikkdqkNKLMCoGtk,DECEASED,MrJohn
1486895597,IyRlsSoiADPqcsxE,SURVIVED,bleck.ban
1486895678,gFUYoCSjHEhYmnvI,DECEASED,MiracPF
1486895798,hYzXrvqgtPiqjmqO,DECEASED,Mr.Nobody
1486895874,CoEVzLMlwkBTsegS,SURVIVED,bleck.ban
1486896031,vFfMyYSolfQcxFpl,DECEASED,bleck.ban
1486896416,IDLggcyVnuTTqFbu,DECEASED,bleck.ban
1486896653,HIvxzMBzXbFfmavu,DECEASED,batuhan1259
1486897563,iFqdmEwmGzWsCFoe,SURVIVED,Dynaxus
1486898125,MfOpqtOEFXjSoNJj,DECEASED,Mr.Nobody
1486898420,sdmRfqtSivzVjanw,DECEASED,bleck.ban
1486898730,pstaYlRhsxZlFmjV,DECEASED,*_*((AcHrAf.Dz))*_*
1486899060,RVHMWnkrcAAdKZFS,DECEASED,*_*((AcHrAf.Dz))*_*
1486899485,cRfuFuDxujeuVoXz,DECEASED,bleck.ban
1486899653,RdXDkiQlRKzvtCuA,DECEASED,batuhan1259
1486899821,PmIBFbEFAEbiSmWs,DECEASED,MiracPF
1486899908,osqZjExlEisFbCnT,DECEASED,Mr|~|Game.Over|~|Mr
1486900117,VTYHBeZfkLbmmYga,DECEASED,Mr|~|Game.Over|~|Mr
1486900223,LYrmXTyevPuadVeh,DECEASED,bleck.ban
1486900337,DKQCrTyRMawRPyNM,DECEASED,bleck.ban
1486900411,RzswglmBACZqSDJf,DECEASED,bleck.ban
1486900543,LgwkEjrLzYOsvQjw,DECEASED,Mr|~|Game.Over|~|Mr
1486901091,YRWTFlOxqdDJxGWV,DECEASED,MiracPF
1486901727,MTgshFCDNZcOGNRN,DECEASED,pissaman
1486902406,qkNpMEUtrkyFuqQT,DECEASED,pissaman
1486903169,YucSlFQnHeQaTEWi,DECEASED,Podolski1134
1486903353,BIGDFHgDsxCUosVJ,DECEASED,bleck.ban
1486903598,cDITuvcISGWpTADZ,DECEASED,MaximPRO
1486903705,XZUQEHBuppqvFcLM,DECEASED,Mr|~|Game.Over|~|Mr
1486904539,ScZGFLdnxRlKMziV,DECEASED,Podolski1134
1486904759,OUieMmlhMixTqSKn,DECEASED,FEAR
1486904912,LisoHJLvOQLxDkcv,DECEASED,FEAR
1486905010,XCbcwdCoxXnmJRDG,DECEASED,Matess
1486905350,bLoaZiyYbFZHJsds,DECEASED,amirreza
1486905480,IELiqumSphpNFZsg,DECEASED,UnbecomingKudu20
1486905669,YLBjojiIvtPvmkez,DECEASED,Podolski1134
1486905922,UbblTVUltDzyiijx,DECEASED,UnbecomingKudu20
1486906302,QTkkupHTmtKEknGN,DECEASED,kaevix
1486906449,DsExykouzEVcEfIg,DECEASED,xXZiom3ekXx
1486906605,qwZfxVxasMxTqKam,DECEASED,xXZiom3ekXx
1486906767,JomJAcXbarcNMDlZ,SURVIVED,jethro
1486907042,FBUJqxsAqclrhlPP,DECEASED,xXZiom3ekXx
1486907184,jFvUcfHTXaGqZzQC,DECEASED,GamingForEver
1486907352,RxrQeMlicMNbJrOy,DECEASED,General
1486908001,XyviKYdjKYWCYFpd,DECEASED,BRAIANGAMER290
1486908153,PQwWAoVDifUBCHnb,DECEASED,GamingForEver
1486908291,oTvyNEynjloZixLe,DECEASED,UnbecomingKudu20
1486908479,AtoZmNGPmFtmIrSK,DECEASED,HangingGeyser9
1486908624,tmrMJFxAqKTjwVXv,DECEASED,General
1486908769,WaVBtvPjxGVMvJdF,DECEASED,GatoTarado
1486908875,UJlWqtPCicJYSjUn,DECEASED,GatoTarado
1486909430,yvYgWCUrVKZZNaJb,DECEASED,General
1486909563,UHHytMskGrkEZrQl,DECEASED,GatoTarado
1486910464,EZsCVqgGuKKlclCH,SURVIVED,antario
1486910909,UGoPLvFHEuFeSfTf,DECEASED,BRAIANGAMER290
1486911809,qNAEzlxdsqtxPsnS,SURVIVED,antario
1486912107,GBRbTtOledWGkXLW,DECEASED,PacoElMongo
1486912223,vJIGWqloNxXzssYD,DECEASED,PacoElMongo
1486912482,JHsydJrIcFGZVyFF,DECEASED,linkam1212
1486912594,nZEwBUFlhQjBXvpI,DECEASED,BRAIANGAMER290
1486912807,kAzIwKMhmLZQtTYx,DECEASED,BRAIANGAMER290
1486913693,qjMnEvtXooxyHSpV,SURVIVED,[Agent]Lucas
1486914502,HzFLkKJJVCADgKeC,DECEASED,MrJohn
1486914703,qejnShoTNtxYdvtO,DECEASED,Podolski1134
1486915591,fiumLZNfdTEVORQx,DECEASED,FEAR
1486916131,IENJjCWeKdmRuRUm,DECEASED,GAMEHEAD0811
1486916219,hNOSBqkJZfbkclMy,SURVIVED,Podolski1134
1486916325,qADevFsyCKQpgnoM,DECEASED,FEAR
1486916677,oKwwSOmXnAItrurl,DECEASED,FEAR
1486916861,alAiYgqizCZnYDGU,SURVIVED,FEAR
1486917024,sUCSWLUDTZzfiLRh,DECEASED,aminekudo97
1486917939,xMIMzZVtfBbPKcGA,SURVIVED,[VIP]lukasz
1486918169,audrNdukUPapwwDG,DECEASED,Achbari
1486918236,mbAUgOfrhoyYZhNH,DECEASED,GutturalMechanic76
1486918320,XDfwNoBLmQxeiQMs,DECEASED,BRAIANGAMER290
1486918415,hNrpuhwOFkXGEJAR,DECEASED,BRAIANGAMER290
1486918573,uOVrzxGAXFfYImjI,DECEASED,BRAIANGAMER290
1486919483,igLvLGjoyMNTmQLV,SURVIVED,arnipro
1486920387,VhZCdEzlcJINlLoa,SURVIVED,MiracPF
1486920657,pWsaOnZBnVQHQSBx,DECEASED,SUZUKI8
1486921571,ISQPDYgurgDrFWmY,SURVIVED,[VIP]lukasz
1486921808,CFBxnSeApSjtHJCg,DECEASED,EXTERMINEITOR
1486922695,McSrrmikYxTZmnPV,SURVIVED,Keirum19
1486922879,bjleMNmvWuzKpgYu,DECEASED,okokoguta
1486923203,EvaiJluFrFIogWaU,DECEASED,AccidentalHand88
1486923355,BHwjVTDcfYfnjcNN,DECEASED,MrJohn
1486923460,ifIXebwiPIVRXYoO,DECEASED,FEAR
1486923780,SXeeImhSxAtAZLRi,DECEASED,FEAR
1486924027,qVlVSLujXgniAGon,DECEASED,ThirstyFuton4
1486924128,NkQxjvafGUCEYbLO,DECEASED,FEAR
1486924910,ZYocLIRTRoEDYBeP,DECEASED,jethro
1486925155,yJacOhhgiDJjnVNy,DECEASED,GamingForEver
1486926071,ORlRRCJTuAjBofiY,SURVIVED,KindlyMonkeycap75
1486926275,deJwRGluXmhUyLnf,DECEASED,LOLA
1486926425,YnnkZOsBtEopOOZN,DECEASED,ImYassir
1486926533,SlEIKycVUtXonNxR,DECEASED,eSERAFIN
1486926715,HGiQNPDxoWVPYtZp,DECEASED,okokoguta
1486926819,wbJVoIrjpVPiOWdk,DECEASED,Matess
1486927200,wPZgykMRtUiRSfkP,DECEASED,jethro
1486927336,wqCbFCWrbkRkhbUB,DECEASED,adherosoda61
1486927475,kxmHCpzurkFueYOP,DECEASED,okokoguta
1486927892,pXCIWRUQqoQtyAmm,DECEASED,okokoguta
1486928018,uzXYqIbyCvbSCqHB,DECEASED,ImYassir
1486928126,kcYOZETCInjaawBD,DECEASED,*_*((AcHrAf.Dz))*_*
1486928183,HmGApcPRSAFlwHNF,SURVIVED,jethro
1486928308,cIrBhRQvyIWQSool,DECEASED,Leo_10
1486928480,usyMhpqephFhIyyp,DECEASED,Snowy
1486928741,BeOXoSvrYmSSBxVU,DECEASED,Snowy
1486928893,eXgiulROLcBlfAeJ,DECEASED,ImYassir
1486929571,nAyzsWFRvbsGGIeR,DECEASED,ImYassir
1486929756,sTwXUjsPjgCIZhzn,DECEASED,jethro
1486929903,EHrEsnlUUhecFUNb,DECEASED,Snowy
1486930001,qjoEIlYzMUslhjeK,DECEASED,Franek
1486930825,bYFcLmmTmvXdSfvN,DECEASED,youssefmansour
1486930984,fLHBjQkNgvLFCCKC,SURVIVED,ImYassir
1486931167,OHTZMyNSutaszocG,DECEASED,FadedSon23
1486931455,vJBTQvNkbwPeArTz,DECEASED,BRAIANGAMER290
1486931969,EnNCkRkzdhZwqtFp,DECEASED,BRAIANGAMER290
1486932876,yUHgVampedgmDKSy,DECEASED,Frank
1486932978,RrLvEBGuxjxPjtgf,SURVIVED,Snowy
1486933278,FQMbbzwAxKVAIQFO,DECEASED,BRAIANGAMER290
1486934180,hxzigykEPjgzEKgp,SURVIVED,KOUSSA
1486935078,EjIYArMciDGAkslK,DECEASED,BRAIANGAMER290
1486936002,iFIXwzKZuPOxclmf,SURVIVED,adherosoda61
1486936599,gkqjbkokOXPiXuHf,DECEASED,TheThemplGamer
1486937074,zNUoGTmCHhSnHPLc,DECEASED,Achbari
1486937213,ObyRdqIHnJEiPorQ,DECEASED,JSV
1486937472,CyjCZErUwBfVWoLh,DECEASED,Franker
1486937756,CyQjhCgVwQjXmvNp,DECEASED,ImYassir
1486937883,bmmNCSauHoMQgCMh,DECEASED,JSV
1486938155,ctHWMqDiEsVYRGSF,DECEASED,KOUSSA
1486938324,TWyDmHitMJFMhQHf,DECEASED,KARMAGAMES
1486939231,TxuiXGzOVuMaXdkt,SURVIVED,Fook
1486940028,fUYtaXOzkmzQfpIF,DECEASED,ImYassir
1486940293,muKRypgPuGKzDfSe,DECEASED,ImYassir
1486941211,tRNGhWBZzWRyyHXu,SURVIVED,Franker
1486941452,UtMkNDIdQvTDMEeh,DECEASED,ImYassir
1486941661,HYMWgxgbiiMWZDcE,DECEASED,sinforoso
1486941767,giDZZnugFaICsUJa,DECEASED,guiller559
1486941908,oktsQumoiPIaFfgK,DECEASED,Fook
1486942088,kkYNeUDlSSUkruDc,DECEASED,DanStone
1486943003,BXVdfBZDciiuMbeB,SURVIVED,KARMAGAMES
1486943896,hSGmSsSbMPchrMdH,SURVIVED,ImYassir
1486944832,eGtmiubVGWsCARYu,SURVIVED,Mr.Nobody
1486945083,vmvjDTTjshhaWVvO,DECEASED,Franker
1486945933,gjIFGgSCmxLIfTRw,DECEASED,AwakeSword68
1486946022,ozUibuzXBaHEqDPb,DECEASED,sinforoso
1486946183,mARGpmHlqrAMiqsS,SURVIVED,Sr.|Panda|M4
1486946717,dyuGmnzEFetnMnfP,DECEASED,Sr.|Panda|M4
1486947222,JtvxDMhLYLQyJhFW,DECEASED,adherosoda61
1486947436,snfoEnckpcXNvLrQ,DECEASED,sinforoso
1486947506,keaygHarqbUVgpnn,SURVIVED,sinforoso
1486947991,BVlDFEHKvuphzCvs,DECEASED,Sr.|Panda|M4
1486948426,ttCVQeLSFfHPjUoO,DECEASED,SpanishBlack777
1486948765,qpFWelKzEqtGLKBZ,DECEASED,Sr.|Panda|M4
1486949034,YZhBKYslJQeVfbLp,DECEASED,twdead
1486949392,ZIXPPOvmdJPudlkd,DECEASED,SpanishBlack777
1486949640,TnlhNqGuIllyEyfw,DECEASED,adherosoda61
1486950551,paxzQQYuorEFMbro,SURVIVED,Sr.|Panda|M4
1486950853,dAvRkelxgIZZrKtm,DECEASED,Sr.|Panda|M4
1486951036,mFgzlTUqKevntLNi,DECEASED,franlol
1486951930,nXPXtqdAQNpCFooM,SURVIVED,xMassFsN
1486952724,oOtEhxccBJxbDjkU,SURVIVED,franlol
1486953386,SBzgZAAEqNybebND,DECEASED,Uriel
1486954296,PnqFytyXKIHXLxHv,SURVIVED,EXTERMINEITOR
1486955094,ZXqcGUdwacwUkFfi,DECEASED,franlol
1486955991,BguCckQRSGhEpEJp,SURVIVED,PumpedFireengine5
1486956843,OjhADLeTWKtENIHo,SURVIVED,VicTor
1486957287,dymYOKexgniwtVEr,DECEASED,WTF/Holyfuu
1486958128,cmUuNkggHsmIZZim,DECEASED,WTF/Holyfuu
1486958323,nMYzDOJgHkbBgbxg,DECEASED,HeadyYak46
1486958619,ikmoprauJmNjAcLd,DECEASED,Andy_Max_Sky
1486958709,ndWxjklsxZWofpgi,DECEASED,WTF/Holyfuu
1486958831,YWLAzbcZXdFQwFmX,DECEASED,Andy_Max_Sky
1486958897,QaTBDBGwOEmgLQLF,SURVIVED,Andy_Max_Sky
1486959035,uclldaXpULyLtgIi,DECEASED,Andy_Max_Sky
1486959177,JayaWxQNrxFtUoEg,SURVIVED,Andy_Max_Sky
1486960019,hmLBvDTkYApMpxwW,SURVIVED,Andy_Max_Sky
1486960963,cULqlKEspkTenguN,SURVIVED,Andy_Max_Sky
1486961607,sSWQVGsmBrnmdvyn,DECEASED,Andy_Max_Sky
1486976786,lBWdANIKpMJNEoBV,SURVIVED,Mr.Helicopter
1486977586,oDDsOBBglcymSmGC,SURVIVED,ImYassir
1486977839,zRqTAWRDDAOUQTPY,DECEASED,ImYassir
1486978059,QQTuZIOqNpFowXHW,SURVIVED,Mr.Helicopter
1486978947,fiCUyBiMWwLoVpgx,SURVIVED,InnateBowler15
1486979802,wnHeIZpuLQLSyYfS,SURVIVED,ThinGnu98
1486980262,RVjesysBfUCReGlZ,SURVIVED,ThinGnu98
1486981037,rQDMmKucMrAPRMAg,DECEASED,MrJohn
1486981124,lEqlISDyexrEZlXy,SURVIVED,InnateBowler15
1486981337,wmCLiPnyrjxRDgNU,DECEASED,InnateBowler15
1486982245,xztiaSwkSoXeKErV,DECEASED,InnateBowler15
1486982387,obkImBtWJxevxbnG,SURVIVED,InnateBowler15
1486982572,WSOOMTmxBfTvHLbz,DECEASED,MrJohn
1486982889,jMqmcYosmOOncfkK,DECEASED,MrJohn
1486983015,fTNVvnwsMFbLjYBX,SURVIVED,DaliEpic
1486983927,UfVqPnUWmoLQEmbI,SURVIVED,MiracPF
1486984768,eQuFdIZAwKIxnQhQ,SURVIVED,ThinGnu98
1486985912,bJvkWjMYISWVhrDp,DECEASED,DanStone
1486986332,blsNCbUzAKaQHsTV,DECEASED,DanStone
1486986573,BAAvPzfGFpKFJPDM,DECEASED,MrJohn
1486987406,ovKGZNlUVWlzOkdn,SURVIVED,antario
1486988396,eqbbKoBDcAyMvscP,DECEASED,joaovictor_play
1486988672,qogdbLjZhUPxbqzi,DECEASED,Mr.Helicopter
1486988717,WBrcHoVRTMwTxjaz,SURVIVED,MrJohn
1486988957,UOnKyYbKqobiLlEp,DECEASED,MrJohn
1486989704,LFMvYLCcyOAGdwbc,SURVIVED,Mr.Nobody
1486990780,abrziLFGBfZbxzkV,SURVIVED,Mr.Helicopter
1486991651,nZJDlkVnRUXmgtbl,DECEASED,UnbecomingKudu20
1486991981,pmZooToIiLYbHgkj,DECEASED,BRAIANGAMER290
1486992281,xarwtDeJJccnzUrx,DECEASED,SpanishBlack777
1486992424,CtaKRJBSYJWJFNUe,DECEASED,batuhan1259
1486993329,ZPHxSIXtAnXHQCub,SURVIVED,KOUSSA1
1486993648,fGIhHpOMaYQTmuzI,DECEASED,UnbecomingKudu20
1486993777,KIhQPANrdrQDMLSS,SURVIVED,UnbecomingKudu20
1486994140,yyqnPMAYbumuBvMS,DECEASED,batuhan1259
1486994346,EJbDDkesbDRehvJf,DECEASED,UnbecomingKudu20
1486994571,DMWGqiHfKLSmFqtA,DECEASED,AllegedVases83
1486995038,PLpLrCWDqlZUjcuX,DECEASED,MiracPF
1486995951,sWMYVogNgGPAxFdk,SURVIVED,PiteQ_PL
1486996312,LZqamEtjZJZnMKfE,DECEASED,Profo250
1486996475,eaWARFrcuJuLMfvi,DECEASED,BRAIANGAMER290
1486997393,NVyUvWGQXXlZbuix,SURVIVED,BRAIANGAMER290
1486998284,CnnKyudLJNMeBRQB,SURVIVED,ThinGnu98
1486998548,ZkyQyHTYUSZZhCcS,DECEASED,ImYassir
1486998668,CDyXEKzbCQledwPl,DECEASED,SpanishBlack777
1486999580,DqpYieGXksvqjZkE,SURVIVED,arnipro
1487000473,sZmWljuRxBqXoKeO,SURVIVED,AccidentalHand88
1487000815,zuCegGwKhUamGNLx,DECEASED,MrJohn
1487000905,flMHFhfwrisEocUA,DECEASED,AccidentalHand88
1487001582,pZODmjuypwOZUuSB,SURVIVED,ThinGnu98
1487001984,jAWdTwIEkyTXOWNv,DECEASED,SpanishBlack777
1487002650,ksKAAJNrkXqBXQWS,SURVIVED,DanStone
1487002865,qxErnTGSoRaTbCJH,DECEASED,arnipro
1487003475,WhEpJeLzHCcmUvEM,DECEASED,Sr.|Panda|M4
1487004042,yHqgchqRIiIJGYIy,DECEASED,SpanishBlack777
1487004330,XzKCAcTlaVPiywbZ,DECEASED,FEAR
1487005242,DasQloxVUohILKGg,SURVIVED,[VIP]lukasz
1487005576,HSELxIxCOBBioZmc,DECEASED,[DNK]MarkyHarp74
1487006215,XrdCiuLDtAVaQEZe,DECEASED,linkam1212
1487006843,PTtmhScNDAAJXRIf,DECEASED,SpanishBlack777
1487007756,PSUlIQdKaJtLiTJO,SURVIVED,ricis
1487008199,vmIoNnwJSttrGmpM,SURVIVED,VigorousCrow92
1487008801,GHpsupvRJGbIYUZM,DECEASED,ThinGnu98
1487009265,OtIHgMlZdAuuUHkW,DECEASED,FEAR
1487009656,nxBiCkumJDnYUuom,DECEASED,FEAR
1487009810,aNUrLvcoFcYHkqVa,DECEASED,The4Gamer
1487010100,WJaAGscUdowwGNUS,DECEASED,xMassFsN
1487010972,bTJeZuTsGzIumHiJ,SURVIVED,Achbari
1487011905,lAzKmOFuhTcLzqtl,SURVIVED,antario
1487012323,yiCQArugnqnPkhvO,DECEASED,Captain
1487012438,vEXKnUnNNXbuUOqK,DECEASED,KOUSSA
1487012559,fIVeLGcraZJZtAyp,DECEASED,ImYassir
1487013021,VwNbsgsfYvHUNQga,DECEASED,xMassFsN
1487013150,SgggdlFuSKizQwdz,DECEASED,Mr.Helicopter
1487014071,DpMVXBujjuZRUyKW,SURVIVED,AK..cracks
1487014976,togHlySYkFLLOrPW,SURVIVED,Captain
1487015815,SrGyceouZaZiJPlB,SURVIVED,VigorousCrow92
1487016822,pECiOTqBpwbBgyYz,SURVIVED,Andriuxa
1487017182,ucHkoZzYXUTtCfld,DECEASED,FEAR
1487017779,YEwEFWuzYTwvxJaf,DECEASED,FEAR
1487018465,sQbGEhChDqnJmdjm,DECEASED,Mr.Nobody
1487018587,GMEVVFgdPRgtWTaW,DECEASED,Captain
1487019072,qOIPCoCLdxLEecWY,DECEASED,Yaraya
1487019891,QIYcFoSeEfAExoHi,DECEASED,Yaraya
1487020137,sgEiCFrYmVqBBgMb,DECEASED,Achbari
1487020252,yvtyPDROgGhFGNiU,DECEASED,KOUSSA
1487020617,qhBShtjQJVtbqpsp,DECEASED,Cashier85
1487020977,PaAwuSTpePUNNmBm,DECEASED,antario
1487021876,JHvpWmpCFsEsxmMq,SURVIVED,Achbari
1487022279,hHeTaLTLVUckaTEX,DECEASED,Yaraya
1487022440,QgMkwlcNdnJhcNyZ,SURVIVED,KOUSSA1
1487022707,ZhRRfOAZlPFtSzVN,DECEASED,Danilobr
1487025818,utNWgwhFksTKiiFW,SURVIVED,Sr.|Panda|M4
1487026167,AYYxiPNwMLSfTJQl,DECEASED,Sr.|Panda|M4
1487026267,XGvQEmTIKbUJnYbZ,DECEASED,anthonycrack
1487026384,oySpKpiWArKLUaYI,SURVIVED,tela
1487027012,fjWsFxkORmiHsImN,DECEASED,Sr.|Panda|M4
1487027233,xbPpwBrVdSKuMnqv,DECEASED,General
1487027383,BuviwSGoYdUWEBdV,DECEASED,MaskSalad+Tomato
1487027511,AuuDedvZUWzLRdOI,DECEASED,MaskSalad+Tomato
1487027746,EtFbUCRkVCjsYcgu,DECEASED,antario
1487028088,KeZxFTtONcmSFumN,DECEASED,xMassFsN
1487029004,bhzrnjnECjNuUCtn,SURVIVED,anthonycrack
1487029254,QIkRyVmwaRoxNpCo,DECEASED,antario
1487029370,UQFGTQXrnAeaiUXc,DECEASED,Yaraya
1487029569,JkROhmiZvvtZVtGe,DECEASED,Yaraya
1487029911,NfQjleIFzoEyHkwy,DECEASED,Sr.|Panda|M4
1487030564,jRJQdACXizNYvTyO,SURVIVED,DebonairColon45
1487030782,BwfItPtSBprBOjfa,DECEASED,Yaraya
1487030896,cpSirPNypWClFGkf,DECEASED,General
1487031297,PAylPJevIwVTPcWd,DECEASED,General
1487031636,iEnndYOjNNLYZQej,DECEASED,coca
1487031713,xfKhgAUEALJzGTWq,DECEASED,estebanlapulga
